"id";"artista";"musica";"generos";"genero_principal";"album";"key";"duracao";"popularidade";"acustico";"discurso";"vivacidade";"instrumentalidade";"energia";"tempo";"time_signature";"sonoridade";"dancabilidade";"valencia"
"6Tguhaf2uAe6OjRLsR2Tql";"Lil Durk";"3 Headed Goat (feat. Lil Baby & Polo G)";"chicago drill, chicago rap, drill, hip hop, rap, trap";"HipHop";"Just Cause Y'all Waited 2";"Gs";169531;71;0,269;0,359;0,0989;0;0,48;143,029;4;-8,618;0,846;0,419
"1tNJrcVe6gwLEiZCtprs1u";"Dominic Fike";"3 Nights";"alternative pop rock, pop";"Rock";"Don't Forget About Me, Demos";"G";177666;71;0,223;0,0897;0,104;0;0,518;151,891;4;-6,594;0,815;0,877
"1DmnEYXa4WfbdhAPwNzgD8";"Drake";"30 for 30 Freestyle";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"What A Time To Be Alive";"E";253934;51;0,671;0,398;0,123;0;0,619;89,252;4;-9,143;0,744;0,317
"2CHmgtK8OCL28WtIK96u4N";"Kanye West";"30 Hours";"chicago rap, rap";"Rap";"The Life Of Pablo";"G";323302;59;0,0359;0,288;0,0886;0;0,813;95,012;4;-6,71;0,823;0,373
"5cc9Zbfp9u10sfJeKZ3h16";"Childish Gambino";"3005";"atl hip hop, hip hop, pop, rap";"Pop";"Because the Internet";"Fs";234215;75;0,112;0,289;0,091;0;0,447;83,138;4;-7,272;0,664;0,659
"5ld8E3DVBXCCWQ54yrkWVp";"Shawn Mendes";"305";"canadian pop, dance pop, pop, viral pop";"Pop";"Wonder";"Fs";189072;58;0,205;0,058;0,122;0,0293;0,869;164,936;4;-5,38;0,562;0,928
"7MywASx2OFZngfoORjo1yy";"Future";"31 DAYS";"atl hip hop, rap, southern hip hop, trap";"HipHop";"BEASTMODE 2";"Cs";240682;46;0,267;0,222;0,125;0;0,644;139,086;4;-6,554;0,875;0,788
"5sWF1EZGm727f3b620vkbC";"Bon Iver";"33 “GOD”";"eau claire indie, indie folk, melancholia";"Indie";"22, A Million";"E";213000;52;0,83;0,0418;0,0937;0,0277;0,392;133,33;4;-10,472;0,469;0,322
"6Im9k8u9iIzKMrmV7BWtlF";"Ariana Grande";"34+35";"dance pop, pop";"Pop";"Positions";"C";173710;76;0,237;0,094;0,248;0;0,585;109,978;4;-6,476;0,83;0,485
"3jjBPF4NDMCU51psU8JPpR";"Ariana Grande";"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix";"dance pop, pop";"Pop";"34+35 (Remix)";"C";182437;62;0,205;0,304;0,227;0;0,662;109,988;4;-5,766;0,88;0,726
"2XWjPtKdi5sucFYtVav07d";"Zedd";"365";"complextro, dance pop, edm, electro house, electropop, german techno, pop, pop dance, pop rap, post-teen pop, tropical house";"Pop";"365";"D";181899;62;0,339;0,034;0,123;0;0,693;98,039;4;-5,479;0,745;0,248
"6I2jabBRzwhiYHsSTqnrRC";"Samra";"365 Tage";"german hip hop";"HipHop";"Jibrail & Iblis";"Cs";251893;46;0,434;0,463;0,128;0;0,836;87,417;4;-4,848;0,527;0,496
"1OfLNb6dQ9dra1B58iT9Ex";"Halsey";"3am";"dance pop, electropop, etherpop, indie poptimism, pop";"Pop";"Manic";"C";234858;53;0,00906;0,0795;0,579;0;0,871;189,76;4;-4,604;0,385;0,538
"1MTXYvJ9TSqg9x6WPCDx2n";"21 Savage";"3AM on Glenwood";"atl hip hop, rap";"HipHop";"Her Loss";"Cs";178328;66;0,0533;0,398;0,18;6,49e-06;0,692;181,167;4;-8,327;0,475;0,241
"6T4o4xEh61CpgM9v4jG5DJ";"Stray Kids";"3RACHA (Bang Chan, Changbin, HAN)";"k-pop, k-pop boy group";"Pop";"MAXIDENT";"C";208573;65;0,229;0,301;0,0853;0;0,856;142,068;4;-3,117;0,721;0,627
"1nX9KhK3Fff27SnrIor2Yb";"2 Chainz";"4 AM";"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap";"Pop";"Pretty Girls Like Trap Music";"Cs";255560;61;0,118;0,425;0,155;0;0,5;75,012;4;-7,21;0,796;0,227
"2ZDRkJrKbceJRgLKkuex14";"Kid Cudi";"4 Da Kidz";"hip hop, ohio hip hop, rap";"HipHop";"Man On The Moon III: The Chosen";"F";184240;49;0,407;0,0589;0,635;0,142;0,602;134,224;5;-9,545;0,41;0,393
"1vvnYpYEMVB4aq9I6tHIEB";"J. Cole";"4 Your Eyez Only";"conscious hip hop, hip hop, north carolina hip hop, rap";"HipHop";"4 Your Eyez Only";"B";530253;64;0,367;0,364;0,0852;6,31e-05;0,485;78,863;4;-10,305;0,701;0,496
"4s2BWgnSQ9NZiOQM4PP4HB";"Logic";"44 Bars";"conscious hip hop, dmv rap, hip hop, pop rap, rap";"Pop";"Bobby Tarantino";"Fs";182266;58;0,351;0,319;0,198;0;0,628;94,128;4;-8,83;0,728;0,313
"3e7Y6sfFlIdBMJhX7wpqVO";"Logic";"44 More";"conscious hip hop, dmv rap, hip hop, pop rap, rap";"Pop";"Bobby Tarantino II";"As";188600;62;0,0718;0,221;0,106;0;0,584;139,965;4;-7,098;0,824;0,219
"2fkeWbM6iqTw7oGHTYm2lw";"Drake";"4422";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"More Life";"B";186293;63;0,558;0,0333;0,113;0,0413;0,229;111,887;4;-12,36;0,609;0,19
"1QgTBfRN5m81a5K01qens6";"Lil Uzi Vert";"444+222";"melodic rap, philly rap, rap, trap";"Rap";"Luv Is Rage 2";"As";247347;56;0,0235;0,269;0,101;2,83e-05;0,513;76,997;4;-6,568;0,791;0,481
"1uULQtJ8rbsX5TwjPpPc9Q";"21 Savage";"4L";"atl hip hop, rap";"HipHop";"i am > i was";"Gs";288364;57;0,000897;0,551;0,108;2,09e-05;0,41;80,011;4;-9,233;0,879;0,0703
"6C9SwoZ5OrxcvkntgA5t8s";"Drake";"4pm in Calabasas";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Care Package";"E";240217;54;0,115;0,418;0,101;0;0,66;192,031;4;-4,802;0,743;0,549
"6JyEh4kl9DLwmSAoNDRn5b";"KIDS SEE GHOSTS";"4th Dimension";"hip hop, rap";"HipHop";"KIDS SEE GHOSTS";"Cs";153351;65;0,278;0,39;0,609;1,87e-05;0,542;171,945;4;-6,755;0,765;0,734
"0FnxK9FEAQyPJ284QcieNb";"Drake";"5 Am in Toronto";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Care Package";"B";205264;55;0,0678;0,265;0,0723;0;0,88;87,195;4;-4,325;0,555;0,391
"7ikkUWdCqtyEGgSPyVxePq";"Logic";"5 Hooks";"conscious hip hop, dmv rap, hip hop, pop rap, rap";"Pop";"No Pressure";"E";232921;46;0,125;0,243;0,388;0;0,861;86,639;4;-4,114;0,552;0,56
"62VpKdGyA7OIyUCj3a3LPU";"Charli XCX";"5 in the Morning";"art pop, candy pop, dance pop, electropop, metropopolis, pop, post-teen pop, uk pop";"Pop";"5 in the Morning";"Cs";169596;42;0,038;0,0464;0,115;0;0,743;108,077;4;-6,761;0,632;0,357
"11kDth1aKUEUMq9r1pqyds";"Travis Scott";"5% TINT";"rap, slap house";"Rap";"ASTROWORLD";"E";196138;74;0,173;0,0487;0,241;0;0,481;140;4;-5,415;0,712;0,062
"4UOXo3xWnxYdTf3sFyRaUG";"Bonez MC";"500 PS";"german hip hop, hamburg hip hop";"HipHop";"Palmen aus Plastik 2";"G";181971;63;0,391;0,0439;0,0902;0,00448;0,924;139,976;4;-5,883;0,805;0,836
"0BxE4FqsDD1Ot4YuBXwAPp";"Arctic Monkeys";"505";"garage rock, modern rock, permanent wave, rock, sheffield indie";"Rock";"Favourite Worst Nightmare";"C";253586;82;0,00287;0,0568;0,0945;7,78e-05;0,866;140,266;4;-5,822;0,526;0,248
"4scwMEdlKi8qWJzzyDB8Z3";"Morat";"506";"colombian pop";"Pop";"506";"C";180546;70;0,00747;0,048;0,338;0;0,864;142,994;4;-5,65;0,544;0,69
"5jzEwSyyymBlf1fa1o39T2";"Mora";"512";"trap latino, urbano latino";"Rap";"Primer Dia de Clases";"E";193636;73;0,348;0,148;0,172;0;0,673;87,961;4;-7,542;0,818;0,695
"14UzhtAQyCRGsuSjInmiJi";"Machine Gun Kelly";"5150";"ohio hip hop, pop, pop rap";"Pop";"mainstream sellout";"B";174848;56;0,000181;0,0973;0,0631;0,00134;0,94;157,994;4;-4,811;0,535;0,536
"1e3GEwsaXtBNtPfooQimDn";"ScHoolboy Q";"5200";"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, underground hip hop";"Pop";"CrasH Talk";"E";211800;44;0,209;0,413;0,139;0;0,545;127,99;4;-5,185;0,867;0,32
"4EmLZvANhzJKh2Dt4k2GQK";"Booba";"5G";"french hip hop, old school rap francais, pop urbaine, rap conscient";"Pop";"5G";"Fs";188976;37;0,174;0,348;0,0592;0;0,52;126,959;4;-8,581;0,913;0,568
"2OcbewDrWFNTYRqpSzJBCY";"Don Toliver";"5X";"pop, rap, trap";"Pop";"Life of a DON";"Cs";132398;56;0,0402;0,21;0,106;0;0,518;145,082;4;-6,991;0,898;0,798
"3uvypVUsiIr1B0BccIcsEh";"J Balvin";"6 AM";"reggaeton, reggaeton colombiano, urbano latino";"Reggaeton";"La Familia";"F";243226;65;0,152;0,102;0,274;0;0,746;175,965;4;-5,046;0,746;0,733
"7x7rt6RiqZJyliFbQwc9Cw";"Sfera Ebbasta";"6 AM";"italian hip hop, italian pop, trap italiana, trap latino";"Pop";"Famoso";"Gs";188782;43;0,168;0,0332;0,106;0;0,661;137,048;4;-6,653;0,745;0,807
"3a8tAZFJxlmBwOtrf5L1oC";"Drake";"6 God";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"If You're Reading This It's Too Late";"D";180666;61;0,0249;0,101;0,125;0;0,623;105,446;4;-8,595;0,868;0,498
"0pxNyJJiL2zZZ5GgJ4JhsQ";"Beyoncé";"6 Inch (feat. The Weeknd)";"dance pop, pop, r&b";"Pop";"Lemonade";"Fs";260440;60;0,0433;0,0632;0,11;3,89e-06;0,637;138,011;4;-8,832;0,516;0,324
"7tgjDlQsMR8RvkdlNCJA58";"Trippie Redd";"6 Kiss";"melodic rap, rap, trap";"Rap";"A Love Letter To You 4";"D";199436;62;0,109;0,154;0,282;0;0,449;142,048;4;-10,061;0,687;0,229
"4kdfjhj9xNkYU0R8xlDy8k";"Drake";"6 Man";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"If You're Reading This It's Too Late";"E";167653;57;0,217;0,513;0,114;0;0,535;83,589;4;-9,306;0,568;0,326
"5H0NU2sHWUnWCcZyYlX46X";"Chance the Rapper";"65th & Ingleside";"chicago rap, conscious hip hop, hip hop, pop rap, rap";"Pop";"65th & Ingleside";"C";273600;43;0,0394;0,34;0,107;6,39e-06;0,555;99,954;4;-7,038;0,792;0,084
"6tarvNiKnEjYMj1VZhlDqR";"Lil Yachty";"66";"atl hip hop, melodic rap, rap, trap, viral rap";"HipHop";"Lil Boat 2";"F";153474;57;0,0455;0,27;0,213;0,000193;0,723;148,058;4;-4,31;0,667;0,251
"0CH4Zcnru3JDValapqx3BO";"Bon Iver";"666 ʇ";"eau claire indie, indie folk, melancholia";"Indie";"22, A Million";"Cs";252000;45;0,9;0,0337;0,187;0,0297;0,341;110,008;4;-12,356;0,634;0,159
"5NQbUaeTEOGdD6hHcre0dZ";"Fetty Wap";"679 (feat. Remy Boyz)";"dance pop, new jersey rap, pop, pop rap, rap, southern hip hop, trap";"Pop";"679 (feat. Remy Boyz)";"G";196693;70;0,00256;0,318;0,625;0;0,717;190,05;4;-5,738;0,618;0,603
"5mZJwWdxAOR4xUvSGZvvMU";"Drake";"6PM In New York";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"If You're Reading This It's Too Late";"F";283306;53;0,107;0,251;0,155;0;0,85;128,429;3;-4,155;0,554;0,383
"3DphPjOKUXXIZzRhjkVQq2";"Ufo361";"7";"german cloud rap, german hip hop";"HipHop";"7";"D";148914;41;0,0147;0,252;0,106;0,0264;0,697;167,997;4;-7,962;0,828;0,629
"1hHe7cirScEJWgAS0JFqTL";"Future";"7 Am Freestyle";"atl hip hop, rap, southern hip hop, trap";"HipHop";"Future & Juice WRLD Present... WRLD ON DRUGS";"C";192906;57;0,0185;0,411;0,149;0;0,401;129,976;4;-8,92;0,951;0,539
"2BkyYZmU4JuWW2sYi9EzpC";"Dean Lewis";"7 Minutes";"australian pop, pop";"Pop";"7 Minutes";"As";211453;54;0,526;0,0311;0,149;0;0,739;104,966;4;-6,478;0,613;0,712
"6ocbgoVGwYJhOv1GgI9NsF";"Ariana Grande";"7 rings";"dance pop, pop";"Pop";"thank u, next";"Cs";178626;81;0,592;0,334;0,0881;0;0,317;140,048;4;-10,732;0,778;0,327
"0tbjiOUl4k492KPdWZS9sy";"Morgan Wallen";"7 Summers";"contemporary country";"Country";"7 Summers";"C";210122;59;0,428;0,0336;0,119;4,29e-05;0,774;203,863;4;-5,201;0,457;0,59
"5kqIPrATaCc2LqxVWzQGbk";"Lukas Graham";"7 Years";"danish pop, pop, scandipop";"Pop";"Lukas Graham";"As";237300;76;0,287;0,0514;0,391;0;0,473;119,992;4;-5,829;0,765;0,34
"02M6vucOvmRfMxTXDUwRXu";"Beyoncé";"7/11";"dance pop, pop, r&b";"Pop";"BEYONCÉ [Platinum Edition]";"A";213506;66;0,0128;0,126;0,126;0;0,705;136,024;4;-5,137;0,747;0,56
"3FSwpQ9dBZBeBV6UdYHI2R";"Future";"712PM";"atl hip hop, rap, southern hip hop, trap";"HipHop";"I NEVER LIKED YOU";"F";173186;66;0,0355;0,271;0,124;0;0,686;146,971;4;-6,409;0,711;0,536
"4fLfKKoIWroefEjqpMDid7";"Bon Iver";"715 - CR∑∑KS";"eau claire indie, indie folk, melancholia";"Indie";"22, A Million";"Gs";132000;49;0,878;0,405;0,17;0;0,161;88,781;3;-11,145;0,461;0,353
"26gXWzhL8DZJSU5sODhVTs";"Juice WRLD";"734";"chicago rap, melodic rap";"Rap";"Goodbye & Good Riddance (Anniversary)";"D";196146;65;0,134;0,0343;0,116;0;0,554;156,822;4;-3,975;0,635;0,315
"2K6vUau7bnZUamjbRSOOvJ";"Bruno Mars";"777";"dance pop, pop";"Pop";"An Evening With Silk Sonic";"Cs";165000;61;0,00269;0,0946;0,335;0,000566;0,622;102,015;4;-11,003;0,836;0,892
"6H167kbd8gY2Eewzf14YjD";"Joji";"777";"viral pop";"Pop";"Nectar";"Cs";181772;60;0,268;0,0863;0,139;2,98e-06;0,604;179,636;4;-9,933;0,574;0,181
"3sGcETRMuAgcPgjDpIkgMn";"Matuê";"777-666";"r&b brasileiro, rap cearense, trap brasileiro";"Trap";"Máquina do Tempo";"As";164000;66;0,0534;0,326;0,139;0;0,802;179,924;4;-4,534;0,544;0,322
"42m3eP1JJhtzffal9B136J";"Drake";"7am On Bridle Path";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Certified Lover Boy";"F";239635;60;0,225;0,298;0,11;0;0,531;89,901;4;-4,108;0,724;0,141
"0gGfmw4csswZmFPj9YK8GW";"TOOL";"7empest";"alternative metal, alternative rock, art rock, nu metal, progressive metal, progressive rock, rock";"Rock";"Fear Inoculum";"G";943528;53;7,35e-05;0,0369;0,0957;0,835;0,804;144,756;5;-7,397;0,323;0,384
"6X29iaaazwho3ab7GNue5r";"Billie Eilish";"8";"art pop, electropop, pop";"Pop";"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?";"Ds";173201;65;0,698;0,315;0,107;0,00604;0,235;62,446;4;-13,239;0,735;0,462
"16WkFbQRW2BhvMUwuIaIsx";"Bon Iver";"8 (circle)";"eau claire indie, indie folk, melancholia";"Indie";"22, A Million";"A";309013;50;0,911;0,0349;0,0999;0,0478;0,407;125,127;4;-10,77;0,411;0,0728
"4zRZAmBQP8vhNPf9i9opXt";"Why Don't We";"8 Letters";"boy band, dance pop, pop, post-teen pop";"Pop";"8 Letters";"Cs";190026;70;0,649;0,031;0,0928;0;0,478;88,979;4;-5,702;0,607;0,255
"0zqy3ss4CwD6u4QPksS0nI";"Drake";"8 Out Of 10";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Scorpion";"D";195720;56;0,161;0,741;0,498;0;0,689;170,538;4;-7,87;0,527;0,31
"0sKEilrw1GrBlG6qsTCrP4";"Morgan Wallen";"865";"contemporary country";"Country";"Dangerous: The Double Album";"Gs";190680;68;0,723;0,0248;0,101;0;0,584;88,003;4;-5,254;0,532;0,367
"1C7KSXR2GVxknex6I4ANco";"Drake";"9";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Views";"As";255786;59;0,000803;0,0453;0,237;0,000612;0,712;100,009;4;-7,184;0,68;0,0379
"5R691ipUYRDYW6ehapjoj6";"J. Cole";"9 5 . s o u t h";"conscious hip hop, hip hop, north carolina hip hop, rap";"HipHop";"The Off-Season";"D";196946;62;0,271;0,397;0,727;0;0,793;71,724;4;-5,277;0,713;0,203
"7EROK3PMgkCG3wdwcbeauW";"Khalid";"9.13";"pop, pop r&b";"Pop";"Suncity";"D";55720;38;0,975;0,0538;0,222;0,942;0,451;131,72;3;-15,013;0,289;0,59
"3ZdDYeaZzeYnrP4crgXzPk";"Shirin David";"90-60-111";"frauenrap, german hip hop, german pop";"Pop";"90-60-111";"D";141386;49;0,103;0,285;0,391;0;0,628;143,979;4;-6,615;0,8;0,745
"3Ls9yKzshQye18Tx2AvOb6";"Salmo";"90MIN";"italian hip hop, italian underground hip hop, rap sardegna";"HipHop";"Playlist";"Cs";231920;56;0,0253;0,309;0,855;0;0,765;122,002;4;-5,138;0,549;0,513
"2TksvaRivgAEj780DgRB73";"Sech";"911";"panamanian pop, reggaeton, urbano latino";"Pop";"911";"G";215891;60;0,076;0,0422;0,296;1,76e-06;0,655;93,029;4;-3,815;0,795;0,744
"6qI0MU175Dk2DeoUjlrOpy";"Lady Gaga";"911";"art pop, dance pop, pop";"Pop";"Chromatica";"F";172133;63;0,0294;0,0374;0,519;2,07e-06;0,813;116,007;4;-4,563;0,789;0,42
"2DOc7EJutpU8OrBHV6RABG";"Damso";"911";"belgian hip hop, french hip hop, pop urbaine, rap belge, rap conscient";"Pop";"QALF infinity";"B";172293;62;0,0894;0,0545;0,0986;0,0287;0,706;155,989;4;-7,02;0,685;0,64
"4xx8LCv4tUv7PNk6g7VQmY";"Lady Gaga";"911 - Charli XCX & A. G. Cook Remix";"art pop, dance pop, pop";"Pop";"Dawn Of Chromatica";"Gs";253642;43;0,146;0,0515;0,363;5,56e-06;0,812;122,908;4;-4,799;0,6;0,355
"4bEcoz1OcfMgUbp2ft8ieQ";"Tyler, The Creator";"911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy)";"hip hop, rap";"HipHop";"Flower Boy";"C";255653;70;0,0456;0,305;0,313;0;0,61;90,034;4;-7,042;0,48;0,297
"4LAGHmHcSt0HHwXCJcFri6";"PNL";"91's";"french hip hop, pop urbaine";"Pop";"Deux frères";"E";233596;51;0,277;0,0827;0,0804;0;0,705;103,048;4;-7,834;0,779;0,228
"1D2L6MefbXon28PzIk9I3r";"Post Malone";"92 Explorer";"dfw rap, melodic rap, rap";"Rap";"beerbongs & bentleys";"G";211426;67;0,265;0,0476;0,114;1,25e-06;0,733;146,046;4;-4,811;0,798;0,861
"0EtuSDTRJYUwlPf4y6coIz";"Selena Gomez";"999 (with Camilo)";"dance pop, pop, post-teen pop";"Pop";"999 (with Camilo)";"Cs";224168;60;0,105;0,242;0,156;0;0,748;149,819;4;-4,604;0,781;0,788
"0HhSB4nAJpI5expWnZL199";"Marracash";"∞ LOVE (feat. Guè)";"italian hip hop, italian underground hip hop, rap napoletano";"HipHop";"NOI, LORO, GLI ALTRI";"G";218367;65;0,105;0,071;0,0873;0;0,828;125,002;4;-5,191;0,726;0,307
"1nXZnTALNXiPlvXotqHm66";"Tyler, The Creator";"A BOY IS A GUN*";"hip hop, rap";"HipHop";"IGOR";"D";210253;68;0,575;0,178;0,496;0;0,689;79,568;4;-8,302;0,417;0,505
"5XkyZyKMdFungjDb9cUKc3";"BTS";"A Brand New Day (BTS World Original Soundtrack) [Pt. 2]";"k-pop, k-pop boy group";"Pop";"A Brand New Day (BTS World Original Soundtrack) [Pt. 2]";"Gs";205019;55;0,339;0,0571;0,18;0,000236;0,498;105,008;4;-7,387;0,804;0,704
"6RxDswZiVaCJDYZ1W9ASE8";"Prince";"A Case of You - Piano & A Microphone 1983 Version";"funk, funk rock, minneapolis sound, synth funk";"Rock";"Piano & A Microphone 1983";"D";100533;27;0,93;0,0436;0,435;0,00232;0,164;81,514;4;-14,445;0,502;0,393
"1YMBg7rOjxzbya0fPOYfNX";"DJ Snake";"A Different Way (with Lauv)";"dance pop, edm, electronic trap, pop, pop dance, pop rap";"Pop";"A Different Way (with Lauv)";"Gs";198285;60;0,495;0,0384;0,142;1,18e-06;0,757;104,996;4;-3,912;0,784;0,587
"3tv697PZNnaQN0Mn2zGhS5";"Gusttavo Lima";"A Gente Fez Amor - Ao Vivo";"arrocha, sertanejo, sertanejo universitario";"Sertanejo";"O Embaixador in Cariri (Ao Vivo)";"Gs";237516;58;0,366;0,0336;0,962;4,15e-06;0,937;134,012;4;-2,44;0,794;0,826
"7gevvAspxft2qQmcvJjNBH";"John Legend";"A Good Night";"neo soul, pop, pop soul, r&b, urban contemporary";"Pop";"A Good Night";"As";203453;51;0,104;0,203;0,105;0;0,707;109,827;4;-5,516;0,53;0,696
"5J2CHimS7dWYMImCHkEFaJ";"The Beatles";"A Hard Day's Night - Remastered 2009";"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock";"Rock";"A Hard Day's Night (Remastered)";"C";154200;64;0,137;0,0371;0,0996;0;0,805;138,514;4;-6,481;0,59;0,797
"6f49kbOuQSOsStBpyGvQfA";"Coldplay";"A Head Full of Dreams";"permanent wave, pop";"Pop";"A Head Full of Dreams";"B";223773;64;0,0021;0,0737;0,334;0,0167;0,92;122,984;4;-4,982;0,449;0,0772
"1GpPsjjd4D1jsteGYpGGIN";"Brett Eldredge";"A Holly Jolly Christmas";"adult standards, contemporary country, country, country road, modern country rock";"Rock";"Glow (Deluxe Edition)";"G";142840;58;0,621;0,0423;0,137;1,24e-06;0,474;71,957;4;-8,623;0,681;0,7
"0nAZGkBGKQCXyaoSJfRhC1";"Drake";"A Keeper";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Honestly, Nevermind";"Cs";173097;65;0,512;0,0701;0,115;0,000104;0,482;121,909;4;-11,596;0,6;0,323
"2bS2ADg123NZWfTUsjra8a";"Coldplay";"A L I E N S";"permanent wave, pop";"Pop";"Kaleidoscope EP";"A";282426;51;0,00157;0,0366;0,206;0,000944;0,876;148;5;-4,982;0,427;0,261
"1gVnckXtTdCoLwtiPPqlQS";"PNL";"A l'ammoniaque";"french hip hop, pop urbaine";"Pop";"Deux frères";"A";316545;58;0,4;0,0437;0,0953;0,000367;0,371;127,966;4;-9,965;0,592;0,197
"1vVNlXi8gf8tZ7OhnEs4VE";"French Montana";"A Lie";"gangster rap, hip hop, pop rap, rap, southern hip hop, trap";"Pop";"Jungle Rules";"Cs";226790;47;0,0235;0,216;0,404;0;0,792;121,189;5;-5,38;0,516;0,524
"0ifooM33X1iBxVYyOkSbXW";"The Weeknd";"A Lonely Night";"canadian contemporary r&b, canadian pop, pop";"Pop";"Starboy";"G";220173;68;0,0431;0,0755;0,0891;8,71e-06;0,663;113,998;4;-6,955;0,853;0,864
"2t8yVaLvJ0RenpXUIAC52d";"21 Savage";"a lot";"atl hip hop, rap";"HipHop";"i am > i was";"Cs";288624;78;0,0395;0,086;0,342;0,00125;0,636;145,972;4;-7,643;0,837;0,274
"2cnKST6T9qUo2i907lm8zX";"J. Cole";"a m a r i";"conscious hip hop, hip hop, north carolina hip hop, rap";"HipHop";"The Off-Season";"E";148421;70;0,127;0,187;0,617;0;0,713;65,988;4;-6,173;0,725;0,207
"5Q0ZnQjk4lQpScX7ujswun";"Henrique & Juliano";"A Maior Saudade - Ao Vivo";"arrocha, sertanejo universitario";"Sertanejo";"A Maior Saudade (Ao Vivo)";"B";190161;66;0,571;0,0533;0,87;0;0,626;162,824;4;-4,78;0,292;0,305
"0oagwWkGlBoACUuKvTmqZV";"P!nk";"A Million Dreams";"dance pop, pop";"Pop";"A Million Dreams";"G";273640;63;0,272;0,0397;0,0901;0;0,499;148,173;4;-6,282;0,312;0,191
"5EuQzakrNyaOLsVS4pi1Az";"DJ Jazzy Jeff & The Fresh Prince";"A Nightmare On My Street";"gangster rap, golden age hip hop, hip hop, old school hip hop, philly rap, rap";"HipHop";"He's the DJ, I'm the Rapper (Expanded Edition)";"D";370040;29;0,0426;0,106;0,0976;0;0,616;170,396;4;-11,311;0,717;0,581
"1d7q712nXjG98HiwHk7HFS";"J. Cole";"a p p l y i n g . p r e s s u r e";"conscious hip hop, hip hop, north carolina hip hop, rap";"HipHop";"The Off-Season";"Cs";177337;58;0,0814;0,311;0,312;0;0,759;83,092;4;-5,302;0,699;0,404
"5rAxhWcgFng3s570sGO2F8";"Linkin Park";"A Place for My Head";"alternative metal, nu metal, post-grunge, rap metal";"Metal";"Hybrid Theory (Bonus Edition)";"B";184640;67;0,0144;0,184;0,671;0;0,908;133,063;4;-5,254;0,603;0,457
"0FDzzruyVECATHXKHFs9eJ";"Coldplay";"A Sky Full of Stars";"permanent wave, pop";"Pop";"Ghost Stories";"Fs";267866;80;0,00617;0,0279;0,209;0,00197;0,675;124,97;4;-6,474;0,545;0,162
"4bb94wZVF1cX66vQjNeJTX";"Selena Gomez";"A Sweeter Place (feat. Kid Cudi)";"dance pop, pop, post-teen pop";"Pop";"Rare";"As";263305;47;0,109;0,185;0,108;0,000509;0,777;190,054;4;-6,991;0,583;0,31
"759ndr57jb0URg4j9YSWml";"The Weeknd";"A Tale By Quincy";"canadian contemporary r&b, canadian pop, pop";"Pop";"Dawn FM";"F";96232;57;0,679;0,127;0,096;2,98e-05;0,513;67,289;3;-8,67;0,447;0,572
"52A8OAP8lTQKZCj4Rce92B";"J. Cole";"A Tale Of 2 Citiez";"conscious hip hop, hip hop, north carolina hip hop, rap";"HipHop";"2014 Forest Hills Drive";"B";269721;65;0,553;0,323;0,294;1,05e-06;0,536;94,995;4;-8,534;0,771;0,343
"2J0NXdHr6MYvKDSxB7k3V2";"Post Malone";"A Thousand Bad Times";"dfw rap, melodic rap, rap";"Rap";"Hollywood's Bleeding";"Fs";221173;62;0,105;0,092;0,111;1,15e-05;0,732;159;4;-3,498;0,632;0,317
"6lanRgr6wXibZr8KgzXxBl";"Christina Perri";"A Thousand Years";"dance pop, neo mellow, pop, pop rock, post-teen pop";"Rock";"A Thousand Years";"As";285120;76;0,309;0,0267;0,11;0,000961;0,407;139,028;3;-7,445;0,421;0,161
"4r9jkMEnArtWGH2rL2FZl0";"Bad Bunny";"A Tu Merced";"reggaeton, trap latino, urbano latino";"Reggaeton";"YHLQMDLG";"C";175918;77;0,169;0,0568;0,106;0,000106;0,791;92,023;4;-4,784;0,86;0,887
"3YNcQUeVOpM3SDmwBeGfMK";"Rocco Hunt";"A Un Passo Dalla Luna";"italian hip hop, italian pop, pop virale italiano, rap napoletano";"Pop";"A Un Passo Dalla Luna";"As";167313;55;0,39;0,0429;0,34;0;0,78;121,97;4;-5,324;0,755;0,897
